title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
Rayman,PS,Platform,Ubisoft,Ubisoft Montpellier,7.0,3.03,1.54,,1.33,0.16,1995-09-01,
Tom Clancy's Splinter Cell,XB,Action,Ubisoft,Ubisoft,9.3,3.02,1.85,,1.04,0.13,2002-11-17,
WWE SmackDown! vs. Raw 2006,PS2,Fighting,THQ,Yuke's,8.4,3.0,1.57,,1.02,0.41,2005-11-15,2018-01-04
Battlefield: Bad Company 2,PS3,Shooter,Electronic Arts,EA Digital Illusions CE,8.9,2.96,1.33,0.08,1.11,0.44,2010-03-02,
Street Fighter IV,X360,Fighting,Capcom,Capcom / Dimps Corporation,9.3,2.95,1.83,0.15,0.7,0.26,2009-02-17,
Madden NFL 13,X360,Sports,EA Sports,EA Tiburon,8.0,2.93,2.53,,0.16,0.24,2012-08-28,2018-01-04
FIFA 15,X360,Sports,EA Sports,EA Canada,6.9,2.91,0.8,,1.9,0.21,2014-09-23,2018-03-23
Mass Effect,X360,Role-Playing,Microsoft Game Studios,BioWare Edmonton,9.2,2.91,1.83,0.03,0.79,0.27,2007-11-20,
Mortal Kombat (2011),PS3,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.5,2.9,1.98,,0.54,0.38,2011-04-19,2018-01-06
Cooking Mama: Cook Off,Wii,Simulation,Majesco,Office Create,5.9,2.89,1.41,0.05,1.12,0.3,2007-03-20,
Sega Superstars Tennis,X360,Sports,Sega,Sumo Digital,6.9,2.89,1.75,,0.86,0.28,2008-03-18,
Imagine: Babyz,DS,Simulation,Ubisoft,Visual Impact,3.5,2.87,1.3,,1.26,0.31,2007-10-23,
Colin McRae Rally,PS,Racing,Sony Computer Entertainment,Codemasters,7.9,2.87,0.09,0.12,2.43,0.22,2000-01-31,
Mafia III,PS4,Action-Adventure,2K Games,Hangar 13,6.9,2.87,0.72,0.04,1.67,0.44,2016-10-07,2018-04-02
The Elder Scrolls III: Morrowind,XB,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.2,2.86,2.09,0.03,0.63,0.11,2002-06-06,
Assassin's Creed: Brotherhood,PS3,Action,Ubisoft,Ubisoft Montreal,9.1,2.85,1.87,0.11,0.57,0.3,2010-11-16,
Madden NFL 10,X360,Sports,EA Sports,EA Tiburon,8.6,2.83,2.52,,0.09,0.22,2009-08-14,
BioShock,X360,Shooter,2K Games,2K Australia / 2K Boston,9.6,2.83,1.65,0.05,0.85,0.28,2007-08-21,
Finding Nemo,GBA,Platform,THQ,Vicarious Visions,7.0,2.82,1.59,0.04,1.05,0.14,2003-05-10,
Gran Turismo (PSP),PSN,Racing,Sony Computer Entertainment,Polyphony Digital,7.8,2.82,0.43,0.31,0.91,1.16,2009-10-01,
Medal of Honor,PS3,Shooter,Electronic Arts,EA Los Angeles,6.7,2.82,1.28,0.07,1.04,0.43,2010-10-12,
Imagine: Fashion Designer,DS,Simulation,Ubisoft,Virtual Toys / Lexis Numerique,3.0,2.81,1.32,,1.19,0.3,2007-10-23,2018-09-17
Need for Speed: Hot Pursuit,PS3,Racing,Electronic Arts,Criterion Games,8.9,2.81,1.05,0.03,1.24,0.49,2010-11-16,
Killzone 3,PS3,Shooter,Sony Computer Entertainment,Guerrilla Games,8.2,2.81,1.46,0.09,0.87,0.38,2011-02-22,
Skylanders: Spyro's Adventure,Wii,Action,Activision,Toys for Bob,8.0,2.79,1.35,,1.15,0.3,2011-10-16,
A Bug's Life,PS,Platform,Sony Computer Entertainment,Traveller's Tales,3.6,2.79,1.96,,0.72,0.11,1998-10-31,
Star Wars: The Force Unleashed,X360,Action,LucasArts,LucasArts,7.1,2.77,1.74,,0.78,0.26,2008-09-16,
Saints Row: The Third,X360,Action,THQ,Volition Inc.,8.3,2.77,1.26,0.07,1.14,0.3,2011-11-15,
Battlefield 3,PC,Shooter,Electronic Arts,Dice,8.9,2.76,0.89,,1.44,0.43,2011-10-25,
Need for Speed: Most Wanted (2012),PS3,Racing,Electronic Arts,Criterion Games,8.5,2.74,0.71,0.06,1.52,0.45,2012-10-30,2018-12-19
Far Cry: Primal,PS4,Action-Adventure,Ubisoft,Ubisoft Montreal,7.2,2.73,0.63,0.07,1.61,0.41,2016-02-23,2018-04-03
L.A. Noire,X360,Adventure,Rockstar Games,Team Bondi,9.1,2.73,1.55,0.02,0.92,0.24,2011-11-15,
Overwatch,XOne,Shooter,Blizzard Entertainment,Blizzard Entertainment,8.7,2.72,1.63,,0.84,0.25,2016-05-24,2018-03-24
Need for Speed (2015),PS4,Racing,Electronic Arts,Ghost Games,7.0,2.72,0.59,0.06,1.66,0.41,2015-11-03,2018-04-03
Skate 3,X360,Sports,EA Sports,EA Black Box,8.3,2.71,1.47,,0.99,0.25,2010-05-11,
Madden NFL 13,PS3,Sports,EA Sports,EA Tiburon,8.3,2.71,2.12,,0.24,0.36,2012-08-28,2018-01-04
Madden NFL 12,X360,Sports,EA Sports,EA Tiburon,7.8,2.7,2.43,,0.11,0.16,2011-08-30,
Call of Duty 3,X360,Shooter,Activision,Treyarch,8.0,2.7,1.49,0.02,0.92,0.27,2006-11-07,
LEGO Star Wars II: The Original Trilogy,PS2,Action,LucasArts,Traveller's Tales,8.4,2.69,1.85,0.01,0.64,0.19,2006-09-12,
Madden NFL 11,X360,Sports,EA Sports,EA Tiburon,8.3,2.69,2.38,,0.12,0.19,2010-08-10,
Burnout 3: Takedown,PS2,Racing,Electronic Arts,Criterion Games,9.3,2.68,1.23,,1.11,0.34,2004-09-07,
Medal of Honor,PS,Shooter,Electronic Arts,DreamWorks Interactive,9.3,2.67,1.44,,1.09,0.14,1999-11-11,
Call of Duty 2: Big Red One,PS2,Shooter,Activision,Treyarch,8.5,2.67,1.48,0.01,0.92,0.26,2005-11-01,
Final Fantasy XIII-2,PS3,Role-Playing,Square Enix,Square Enix,8.3,2.66,0.78,0.89,0.75,0.23,2012-01-31,
Medal of Honor Heroes,PSP,Shooter,Electronic Arts,Team Fusion,6.7,2.66,0.86,0.01,1.11,0.67,2006-10-20,
Guitar Hero: World Tour,X360,Misc,Activision,Neversoft Entertainment,8.6,2.66,1.78,,0.64,0.25,2008-10-26,
Need for Speed: Shift,PS3,Racing,Electronic Arts,Slightly Mad Studios,8.2,2.65,0.69,0.04,1.4,0.52,2009-09-15,
Hannah Montana,DS,Action,Buena Vista,DC Studios,6.5,2.65,1.59,,0.8,0.26,2006-10-10,
Medal of Honor,X360,Shooter,Electronic Arts,EA Los Angeles,7.3,2.64,1.58,0.04,0.8,0.22,2010-10-12,
NBA 2K12,X360,Sports,2K Sports,Visual Concepts,9.1,2.64,2.32,0.01,0.14,0.17,2011-10-04,
NBA 2K13,PS3,Sports,2K Sports,Visual Concepts,8.9,2.63,1.74,0.05,0.46,0.39,2012-10-02,2018-01-04
FIFA Soccer 10,X360,Sports,EA Sports,EA Canada,8.9,2.62,0.6,0.01,1.79,0.23,2009-10-20,
Madden NFL 18,PS4,Sports,EA Sports,EA Tiburon,8.2,2.62,1.73,,0.42,0.47,2017-08-25,2018-04-03
LittleBigPlanet,PSP,Platform,Sony Computer Entertainment,SCEE Cambridge,8.8,2.61,0.65,0.01,1.27,0.68,2009-11-17,2018-12-03
Grand Theft Auto: Episodes from Liberty City,X360,Adventure,Rockstar Games,Rockstar North,9.0,2.6,1.08,0.03,1.22,0.27,2009-10-29,
FIFA Soccer 09,PS3,Sports,Electronic Arts,EA Canada,8.6,2.59,0.49,0.04,1.63,0.43,2008-10-14,
WWE SmackDown vs. RAW 2007,PS2,Fighting,THQ,Yuke's,8.0,2.58,1.4,0.03,0.88,0.26,2006-11-14,
Dragon Age: Origins,X360,Role-Playing,Electronic Arts,BioWare Edmonton,8.5,2.56,1.76,0.03,0.55,0.22,2009-11-03,
FIFA 16,PS3,Sports,EA Sports,EA Canada,9.0,2.55,0.43,0.05,1.68,0.38,2015-09-22,2018-04-01
Madden NFL 09,X360,Sports,EA Sports,EA Tiburon,8.5,2.54,2.21,,0.12,0.2,2008-08-12,
Crazy Taxi,PS2,Racing,Acclaim Entertainment,Hitmaker,8.2,2.52,1.13,0.06,1.12,0.22,2001-05-14,
Tomb Raider (2013),PS3,Action,Square Enix,Crystal Dynamics,8.9,2.51,0.6,0.08,1.45,0.38,2013-03-05,2018-01-06
Midnight Club: Los Angeles,PS3,Racing,Rockstar Games,Rockstar San Diego,8.3,2.5,1.59,0.05,0.54,0.33,2008-10-20,
Marvel: Ultimate Alliance,X360,Role-Playing,Activision,Raven Software,8.3,2.5,2.29,,0.02,0.19,2006-10-24,
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,Rockstar Games,Rockstar North,9.8,2.49,1.84,,0.56,0.09,2003-10-31,
Mortal Kombat: Deadly Alliance,PS2,Fighting,Midway Games,Midway,8.2,2.49,1.81,,0.52,0.15,2002-11-16,
Game Party,Wii,Misc,Midway Games,JGI Entertainment,2.6,2.49,1.47,,0.77,0.24,2007-11-27,
Saints Row: The Third,PS3,Action,THQ,Volition Inc.,8.3,2.48,0.86,0.18,1.06,0.37,2011-11-15,
Madden NFL 16,XOne,Sports,EA Sports,EA Tiburon,8.4,2.47,2.13,,0.08,0.26,2015-08-25,2018-03-31
Rock Band,X360,Misc,MTV Games,Harmonix Music Systems,9.1,2.47,1.93,,0.33,0.21,2007-11-20,
Pure,X360,Racing,Disney Interactive Studios,Black Rock Studio,8.3,2.47,1.38,0.0,0.84,0.25,2008-09-16,
LEGO Harry Potter: Years 1-4,Wii,Adventure,Warner Bros. Interactive,Traveller's Tales,7.9,2.45,1.29,,0.94,0.22,2010-06-29,2018-12-01
Madden NFL 17,XOne,Sports,EA Sports,EA Tiburon,8.1,2.44,2.14,,0.04,0.26,2016-08-23,2018-04-01
Twisted Metal 2,PS,Racing,Sony Computer Entertainment,SingleTrac,8.7,2.44,2.12,,0.25,0.07,1996-10-31,
Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,Ubisoft,Ubisoft Montreal,8.2,2.42,1.56,0.02,0.61,0.23,2008-03-18,
Sonic Adventure,DC,Platform,Sega,Sonic Team,8.9,2.42,1.26,0.46,0.61,0.08,1999-09-09,
Need for Speed Carbon: Own the City,PSP,Racing,Electronic Arts,EA Black Box,7.4,2.42,0.87,,0.97,0.58,2006-10-31,
Halo: Combat Evolved Anniversary,X360,Shooter,Microsoft Studios,343 Industries,8.0,2.41,1.44,0.04,0.71,0.22,2011-11-15,
Kinect: Disneyland Adventures,X360,Action-Adventure,Microsoft Studios,Frontier Developments,8.5,2.41,1.73,0.02,0.43,0.23,2011-11-15,2018-09-29
Pro Evolution Soccer 2011,PS3,Sports,Konami,Konami,6.0,2.41,0.29,0.54,1.18,0.41,2010-10-05,
NBA 2K16,XOne,Sports,2K Sports,Visual Concepts,8.3,2.41,2.01,,0.15,0.25,2015-09-29,2018-03-28
ATV Offroad Fury,PS2,Racing,Sony Computer Entertainment,Rainbow Studios,8.4,2.41,2.07,,0.26,0.08,2001-02-05,
Midnight Club: Los Angeles,X360,Racing,Rockstar Games,Rockstar San Diego,8.0,2.4,1.72,0.01,0.45,0.22,2008-10-20,
Madden NFL 11,PS3,Sports,EA Sports,EA Tiburon,8.4,2.4,2.05,,0.15,0.2,2010-08-10,
Theme Hospital,PC,Strategy,Electronic Arts,Bullfrog Productions,5.5,2.4,2.3,,0.1,,1997-03-31,
Frogger's Adventures: Temple of the Frog,GBA,Adventure,Konami,Konami,6.7,2.39,2.15,,0.18,0.07,2001-10-24,
Dead Island,X360,Action,Deep Silver,Techland,7.0,2.38,1.48,,0.7,0.21,2011-09-06,
The Incredibles,PS2,Action,THQ,Heavy Iron Studios,5.9,2.37,0.96,0.04,1.08,0.3,2004-10-31,
Madden NFL 10,PS3,Sports,EA Sports,EA Tiburon,8.5,2.37,2.03,,0.13,0.21,2009-08-14,
Madden NFL 08,X360,Sports,EA Sports,EA Tiburon,8.7,2.37,2.18,,0.01,0.18,2007-08-14,
Sonic's Ultimate Genesis Collection,PS3,Misc,Sega,Backbone Entertainment,8.1,2.36,1.39,,0.64,0.33,2009-02-10,
LEGO Indiana Jones: The Original Adventures,Wii,Adventure,LucasArts,Traveller's Tales,7.8,2.35,1.51,,0.62,0.22,2008-06-03,
Dragon Age: Inquisition,PS4,Role-Playing,Electronic Arts,BioWare Edmonton,8.6,2.34,1.07,0.08,0.8,0.38,2014-11-18,2019-01-05
Kinect Sports: Season Two,X360,Sports,Microsoft Studios,Rare Ltd.,6.6,2.33,1.38,0.02,0.72,0.21,2011-10-25,
Madden NFL 25,X360,Sports,EA Sports,EA Tiburon,7.8,2.33,2.02,,0.07,0.25,2013-08-27,2018-01-06
Grand Theft Auto,PS,Action,Take-Two Interactive,DMA Design,6.0,2.32,0.79,0.04,1.35,0.14,1998-06-30,
My Fitness Coach,Wii,Sports,Ubisoft,Ubisoft,7.1,2.32,1.18,,0.9,0.24,2008-12-02,
Assassin's Creed IV: Black Flag,XOne,Action,Ubisoft,Ubisoft Montreal,8.3,2.32,1.51,,0.59,0.22,2013-11-22,2018-03-14
The Sims 3,X360,Simulation,Electronic Arts,The Sims Studio,8.0,2.31,1.28,0.0,0.82,0.2,2010-10-26,
LEGO Star Wars: The Complete Saga,PS3,Action,LucasArts,Traveller's Tales,8.0,2.31,1.02,,0.93,0.36,2007-11-06,
Dead Island,PS3,Action,Deep Silver,Techland,6.7,2.29,1.08,0.15,0.74,0.32,2011-09-06,
Tomb Raider II,PC,Adventure,Eidos Interactive,Core Design Ltd.,8.2,2.29,0.91,,1.25,0.13,1997-10-31,
LEGO Harry Potter: Years 1-4,DS,Adventure,Warner Bros. Interactive,Traveller's Tales,8.0,2.29,1.07,,1.0,0.22,2010-06-29,2018-12-01
Pro Evolution Soccer 2010,PS3,Sports,Konami,Konami,7.0,2.28,0.3,0.46,1.27,0.26,2009-11-03,
Need for Speed Underground 2,XB,Racing,Electronic Arts,EA Black Box,8.0,2.28,1.38,,0.8,0.1,2004-11-15,
Madden NFL 12,PS3,Sports,EA Sports,EA Tiburon,7.8,2.27,1.93,,0.15,0.18,2011-08-30,
No Man's Sky,PS4,Action-Adventure,Hello Games,Hello Games,6.8,2.26,0.89,0.04,0.97,0.37,2016-08-09,2018-04-04
Guitar Hero III: Legends of Rock,PS3,Misc,RedOctane,Neversoft,8.2,2.25,1.4,0.02,0.53,0.3,2007-10-28,
Call of Duty 3,Wii,Shooter,Activision,EXAKT Entertainment,6.8,2.24,1.17,,0.84,0.23,2006-11-14,
Prince of Persia: The Sands of Time,PS2,Adventure,Ubisoft,Ubisoft Montreal,9.0,2.22,0.88,,1.03,0.31,2003-11-06,
Star Wars: The Force Unleashed,PS3,Action,LucasArts,LucasArts,6.8,2.22,1.01,,0.86,0.35,2008-09-16,
Guitar Hero II,X360,Misc,RedOctane,Harmonix Music Systems,9.2,2.21,2.01,,0.02,0.17,2007-04-03,
Rock Band 2,X360,Misc,MTV Games,Harmonix Music Systems,9.2,2.2,1.78,,0.24,0.18,2008-09-14,
Need for Speed: Hot Pursuit,X360,Racing,Electronic Arts,Criterion Games,8.8,2.2,1.03,0.0,0.96,0.21,2010-11-16,
BioShock 2,X360,Shooter,2K Games,2K Marin,8.6,2.2,1.45,0.02,0.54,0.2,2010-02-09,
High School Musical: Makin' the Cut!,DS,Puzzle,Disney Interactive Studios,Artificial Mind and Movement,7.3,2.2,1.06,,0.9,0.23,2007-08-14,
FIFA 15,XOne,Sports,EA Sports,EA Canada,7.9,2.19,0.64,,1.39,0.16,2014-09-23,2018-03-23
Pro Evolution Soccer 2012,PS3,Sports,Konami,Konami,7.5,2.19,0.34,0.55,0.97,0.32,2011-09-27,
Star Wars: Knights of the Old Republic,XB,Role-Playing,LucasArts,BioWare Corp.,9.4,2.19,1.68,,0.44,0.08,2003-07-17,
Final Fantasy XIII,X360,Role-Playing,Square Enix,Square Enix,8.1,2.19,1.3,0.01,0.67,0.21,2010-03-09,
Need for Speed: Payback,PS4,Racing,Electronic Arts,Ghost Games,5.8,2.18,0.62,0.04,1.18,0.34,2017-11-10,2018-04-04
ATV Offroad Fury 2,PS2,Racing,Sony Computer Entertainment,Rainbow Studios,8.7,2.18,1.92,,0.2,0.06,2002-11-09,
Your Shape featuring Jenny McCarthy,Wii,Sports,Ubisoft,Ubisoft,6.0,2.16,1.5,,0.46,0.19,2009-11-24,
Call of Duty: Roads to Victory,PSP,Shooter,Activision,Amaze Entertainment,6.1,2.14,0.52,,1.03,0.59,2007-03-13,
SimCity 2000,PC,Simulation,Maxis,Maxis,8.0,2.14,1.2,,0.84,0.1,1993-01-01,
NBA 2K12,PS3,Sports,2K Sports,Visual Concepts,9.0,2.13,1.62,0.05,0.27,0.18,2011-10-04,
Borderlands,PS3,Shooter,2K Games,Gearbox Software,8.2,2.12,1.22,,0.61,0.29,2009-10-20,
Mortal Kombat (2011),X360,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.6,2.12,1.64,,0.31,0.17,2011-04-19,2018-01-06
Tony Hawk's Pro Skater,N64,Sports,Activision,Edge of Reality,9.3,2.11,1.68,,0.4,0.03,2000-02-29,
Need for Speed: Hot Pursuit 2,PS2,Racing,Electronic Arts,EA Seattle,8.7,2.11,1.68,0.02,0.31,0.09,2002-10-01,
PES 2009: Pro Evolution Soccer,PS3,Sports,Konami,Konami,7.7,2.11,0.11,0.4,1.34,0.26,2008-11-11,
NBA 2K11,X360,Sports,2K Sports,Visual Concepts,8.8,2.11,1.86,0.01,0.12,0.13,2010-10-05,
Grand Theft Auto: Episodes from Liberty City,PS3,Adventure,Rockstar Games,Rockstar North,9.0,2.09,0.62,0.13,0.99,0.34,2010-04-13,
Need for Speed: Most Wanted 5-1-0,PSP,Racing,Electronic Arts,EA Black Box,7.4,2.09,1.77,0.02,0.13,0.17,2005-11-15,
Metal Gear Solid: Peace Walker,PSP,Action,Konami,Kojima Productions,8.6,2.08,0.46,0.96,0.42,0.25,2010-06-08,
Rock Band,Wii,Misc,MTV Games,Harmonix Music Systems,8.2,2.08,1.33,,0.56,0.2,2008-06-22,
Sim Theme Park,PC,Strategy,Electronic Arts,Bullfrog Productions,8.1,2.08,2.04,,0.04,,1999-10-31,
Portal 2,X360,Shooter,Valve,Valve Software,9.6,2.08,1.41,0.01,0.49,0.17,2011-04-19,
UFC 2009 Undisputed,X360,Fighting,THQ,Yuke's Osaka,8.4,2.07,1.48,0.0,0.39,0.19,2009-05-19,
The Sims 2: Pets,DS,Simulation,Electronic Arts,Maxis,4.8,2.07,0.92,,0.93,0.22,2006-10-31,
Call of Duty 2,X360,Shooter,Activision,Infinity Ward,8.8,2.06,1.84,0.01,0.04,0.16,2005-11-17,
R4: Ridge Racer Type 4,PS,Racing,Namco,Namco,9.1,2.06,0.68,0.79,0.46,0.13,1999-05-04,
The Incredibles,GBA,Action,THQ,Helixe,5.4,2.06,1.15,0.04,0.77,0.1,2004-10-31,
Tom Clancy's Splinter Cell: Conviction,X360,Action,Ubisoft,Ubisoft Montreal,8.6,2.06,1.2,0.04,0.62,0.19,2010-04-13,
Need for Speed: Undercover,PS3,Racing,Electronic Arts,EA Vancouver,5.9,2.06,0.63,0.05,1.01,0.38,2008-11-17,
Dark Souls,PS3,Role-Playing,Namco Bandai,From Software,9.0,2.05,0.75,0.54,0.53,0.22,2011-10-04,
Mortal Kombat vs DC Universe,PS3,Fighting,Midway Games,Midway Amusement Games,7.6,2.05,1.52,,0.29,0.25,2008-11-16,
Need for Speed: ProStreet,X360,Racing,Electronic Arts,EA Black Box,7.1,2.05,1.04,0.01,0.79,0.21,2007-11-15,
Dragon Quest XI: Echoes of an Elusive Age,PS4,Role-Playing,Square Enix,Square Enix,9.5,2.04,0.29,1.43,0.22,0.1,2018-09-04,2018-09-11
PGR4 - Project Gotham Racing 4,X360,Racing,Microsoft Game Studios,Bizarre Creations,8.6,2.04,0.48,0.02,1.28,0.25,2007-10-02,
Need for Speed: ProStreet,PS3,Racing,Electronic Arts,EA Black Box,7.2,2.04,0.73,0.04,0.91,0.36,2007-11-13,
NBA 2K17,XOne,Sports,2K Sports,Visual Concepts,8.8,2.04,1.7,,0.12,0.21,2016-09-16,2018-03-28
Dance Central 2,X360,Music,Microsoft,Harmonix Music Systems,8.6,2.04,1.45,0.01,0.41,0.16,2011-10-25,2018-08-10
Madden NFL 25,PS3,Sports,Electronic Arts,EA Tiburon,7.5,2.04,1.62,,0.03,0.38,2013-08-27,2018-01-06
Rayman Raving Rabbids: TV Party,Wii,Misc,Ubisoft,Ubisoft Paris,7.1,2.03,0.72,,1.08,0.23,2008-11-18,
The Sims 3,PS3,Simulation,Electronic Arts,The Sims Studio,8.1,2.03,0.73,0.02,0.96,0.31,2010-10-26,
NBA 2K18,XOne,Sports,2K Sports,Visual Concepts,7.7,2.02,1.67,,0.14,0.21,2017-09-19,2018-04-02
Rocket League,PS4,Sports,505 Games,Psyonix Studios,8.7,2.02,0.37,,1.34,0.31,2016-07-05,2018-04-04
Just Dance 3,X360,Misc,Ubisoft,Ubisoft Paris,5.5,2.02,1.47,,0.39,0.16,2011-10-07,
Need for Speed: The Run,PS3,Racing,Electronic Arts,EA Black Box,6.3,2.01,0.58,0.03,1.05,0.35,2011-11-15,
TouchMaster,DS,Puzzle,Midway Games,Midway Studios San Diego,6.9,2.0,0.48,,1.27,0.24,2007-06-25,
Dead Space,PS3,Shooter,Electronic Arts,EA Redwood Shores,8.9,2.0,1.05,,0.66,0.29,2008-10-13,
Tenchu: Stealth Assassins,PS,Action,Activision,Acquire,8.8,1.99,0.95,0.27,0.64,0.13,1998-08-31,
Harry Potter and the Chamber of Secrets,GBA,Adventure,Electronic Arts,Eurocom Entertainment Software,7.2,1.99,1.21,0.05,0.64,0.09,2002-11-14,
Mortal Kombat vs DC Universe,X360,Fighting,Midway Games,Midway Amusement Games,7.6,1.99,1.58,,0.23,0.18,2008-11-16,
Just Cause 3,PS4,Action-Adventure,Square Enix,Avalanche Studios,7.5,1.98,0.53,0.09,1.07,0.3,2015-12-01,2018-04-04
Hot Shots Golf: Open Tee,PSP,Sports,Sony Computer Entertainment,Clap Hanz,8.4,1.96,0.5,0.63,0.5,0.33,2005-05-03,
Tom Clancy's Rainbow Six: Vegas,X360,Shooter,Ubisoft,Ubisoft Montreal,8.8,1.95,1.09,0.02,0.65,0.2,2006-11-20,
Grand Theft Auto: San Andreas,XB,Action,Rockstar Games,Rockstar North,9.2,1.95,1.26,,0.61,0.09,2005-06-07,
Burnout Paradise,PS3,Racing,Electronic Arts,Criterion Games,9.0,1.95,1.01,0.02,0.63,0.28,2008-01-22,
Call of Duty: World at War,Wii,Shooter,Activision,EXAKT Entertainment,8.1,1.94,1.17,,0.58,0.18,2008-11-10,
FIFA Soccer 09,X360,Sports,Electronic Arts,EA Canada,8.7,1.94,0.49,0.01,1.26,0.18,2008-10-14,
X-Men Legends,PS2,Role-Playing,Activision,Raven Software,8.6,1.93,1.0,,0.72,0.21,2004-09-21,
The Legend of Zelda: Oracle of Ages,GBC,Adventure,Nintendo,Flagship,9.4,1.92,0.92,0.41,0.53,0.06,2001-05-13,2018-01-06
Guitar Hero: World Tour,PS3,Misc,Activision,Neversoft Entertainment,8.5,1.92,1.1,,0.55,0.27,2008-10-26,
Red Faction,PS2,Shooter,THQ,Volition Inc.,9.1,1.92,0.76,,0.96,0.2,2001-05-21,
Madden NFL 18,XOne,Sports,EA Sports,EA Tiburon,8.8,1.91,1.63,,0.07,0.2,2017-08-25,2018-04-03
Need for Speed: Shift,X360,Racing,Electronic Arts,Slightly Mad Studios,8.2,1.91,0.73,0.01,0.96,0.22,2009-09-15,
Star Wars Rogue Leader: Rogue Squadron II,GC,Simulation,LucasArts,Factor 5,9.2,1.9,1.03,0.03,0.75,0.09,2001-11-09,
Tomb Raider (2013),X360,Action,Square Enix,Crystal Dynamics,8.5,1.9,0.86,0.01,0.87,0.16,2013-03-05,2018-01-06
Madden NFL 09,PS3,Sports,EA Sports,EA Tiburon,8.6,1.89,1.56,0.0,0.15,0.18,2008-08-12,
Minecraft,NS,Sandbox,Mojang,4J Studios,9.2,1.89,0.69,0.52,0.56,0.12,2018-06-21,2019-01-26
Mortal Kombat: Deception,PS2,Fighting,Midway Games,Midway Games,7.4,1.88,0.92,,0.72,0.24,2004-10-04,
FIFA 2000,PS,Sports,EA Sports,EA Canada,8.8,1.87,0.22,0.04,1.47,0.14,1999-10-09,
inFAMOUS 2,PS3,Action,Sony Computer Entertainment,Sucker Punch Productions,8.1,1.87,1.05,0.08,0.48,0.26,2011-06-07,
SingStar,PS2,Misc,Sony Computer Entertainment,SCEE London Studio,8.0,1.86,,,1.37,0.49,2004-05-21,
The Legend of Dragoon,PS,Role-Playing,Sony Computer Entertainment,SCEI,7.8,1.86,0.94,0.39,0.44,0.1,2000-06-11,
Sonic Classic Collection,DS,Platform,Sega,Sonic Team,7.5,1.86,0.94,,0.74,0.18,2010-03-02,
The Legend of Zelda: Oracle of Seasons,GBC,Adventure,Nintendo,Flagship,9.3,1.86,0.87,0.41,0.52,0.06,2001-05-13,2018-01-06
The Evil Within,PS4,Action,Bethesda Softworks,Tango Gameworks,7.7,1.86,0.56,0.11,0.9,0.28,2014-10-14,2018-03-13
Shrek 2,PS2,Platform,Activision,"Luxoflux, Inc.",6.9,1.86,1.12,0.03,0.69,0.02,2004-04-28,
Star Wars: The Force Unleashed,Wii,Action,LucasArts,Krome Studios,6.8,1.86,1.11,0.0,0.56,0.19,2008-09-16,
Forza Horizon 4,XOne,Racing,Microsoft Studios,Playground Games,9.2,1.84,0.74,0.01,0.95,0.15,2018-10-02,2018-10-01
Rayman Raving Rabbids 2,Wii,Misc,Ubisoft,Ubisoft Paris,6.6,1.84,0.82,,0.82,0.2,2007-11-15,
The Elder Scrolls V: Skyrim Special Edition,XOne,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.1,1.83,1.13,,0.53,0.17,2016-10-28,2018-04-01
BioShock Infinite,PS3,Shooter,2K Games,Irrational Games,9.5,1.82,0.74,0.04,0.74,0.3,2013-03-26,2018-01-09
The Orange Box,X360,Shooter,Electronic Arts,Valve Software,9.7,1.82,1.09,0.02,0.53,0.17,2007-10-10,
Crazy Taxi,DC,Racing,Sega,Hitmaker,9.3,1.81,1.1,0.12,0.51,0.08,2000-01-24,
LEGO Star Wars III: The Clone Wars,Wii,Action,LucasArts,Traveller's Tales,7.5,1.79,1.01,,0.62,0.15,2011-03-22,
Far Cry 5,XOne,Action,Ubisoft,Ubisoft Montreal,7.2,1.78,1.14,,0.47,0.17,2018-03-27,2018-02-28
State of Emergency,PS2,Action,Rockstar Games,VIS Entertainment,8.0,1.76,0.86,,0.67,0.22,2002-02-12,
UFC 2009 Undisputed,PS3,Fighting,THQ,Yuke's Osaka,8.4,1.76,1.07,0.01,0.45,0.24,2009-05-19,
The SpongeBob SquarePants Movie,PS2,Platform,THQ,Heavy Iron Studios,6.6,1.76,1.06,,0.54,0.16,2004-10-27,
High School Musical: Sing It!,Wii,Misc,Disney Interactive Studios,Artificial Mind and Movement,6.4,1.76,1.15,,0.45,0.16,2007-10-30,
Just Cause 2,PS3,Action,Square Enix,Avalanche Studios,8.3,1.75,0.45,0.06,0.92,0.32,2010-03-23,
FIFA Soccer 08,PS3,Sports,EA Sports,EA Canada,8.5,1.75,0.35,0.02,1.07,0.31,2007-10-09,
Crash Bandicoot: The Huge Adventure,GBA,Platform,Vivendi Games,Vicarious Visions,8.3,1.73,0.95,,0.7,0.08,2002-02-25,
Twisted Metal III,PS,Action,989 Studios,989 Studios,4.4,1.73,1.48,,0.2,0.05,1998-10-31,
